,22.07.2021
Anröchte,257
Lippetal,290
Möhnesee,248
Geseke,701
Werl,1241
Warstein,523
Ense,327
Rüthen,245
Lippstadt,2454
Bad Sassendorf,268
Welver,255
Wickede,341
Soest,1196
Erwitte,476
