,19.11.2021
Anröchte,363
Lippetal,381
Möhnesee,356
Geseke,937
Werl,1582
Warstein,758
Ense,398
Rüthen,304
Lippstadt,3404
Bad Sassendorf,362
Welver,307
Wickede,503
Soest,1710
Erwitte,592
