,13.12.2021
Anröchte,463
Lippetal,477
Möhnesee,409
Geseke,1183
Werl,1866
Warstein,864
Ense,503
Rüthen,380
Lippstadt,4221
Bad Sassendorf,449
Welver,360
Wickede,616
Soest,2195
Erwitte,690
