,30.12.2021
Anröchte,549
Lippetal,546
Möhnesee,449
Geseke,1312
Werl,2051
Warstein,952
Ense,594
Rüthen,412
Lippstadt,4865
Bad Sassendorf,498
Welver,418
Wickede,680
Soest,2587
Erwitte,762
