,Gesamtfallzahlen
Bedburg-Hau,768
Emmerich,2123
Geldern,2693
Goch,2016
Issum,724
Kalkar,890
Kerken,669
Kevelaer,1716
Kleve,3308
Kranenburg,714
Rees,1190
Rheurdt,298
Straelen,1147
Uedem,377
Wachtendonk,489
Weeze,869
