,Gesamtfallzahlen
Bedburg-Hau,508
Emmerich,1352
Geldern,1520
Goch,1129
Issum,436
Kalkar,398
Kerken,360
Kevelaer,1060
Kleve,1904
Kranenburg,484
Rees,701
Rheurdt,174
Straelen,646
Uedem,199
Wachtendonk,272
Weeze,552
