,Gesamtfallzahlen
Bedburg-Hau,548
Emmerich,1444
Geldern,1789
Goch,1224
Issum,464
Kalkar,442
Kerken,387
Kevelaer,1158
Kleve,2124
Kranenburg,516
Rees,732
Rheurdt,190
Straelen,710
Uedem,214
Wachtendonk,281
Weeze,579
