,Gesamtfallzahlen
Bedburg-Hau,673
Emmerich,1747
Geldern,2223
Goch,1631
Issum,595
Kalkar,709
Kerken,527
Kevelaer,1449
Kleve,2706
Kranenburg,627
Rees,1002
Rheurdt,237
Straelen,917
Uedem,318
Wachtendonk,376
Weeze,749
