,Gesamtfallzahlen
Bedburg-Hau,799
Emmerich,2201
Geldern,2758
Goch,2076
Issum,746
Kalkar,928
Kerken,717
Kevelaer,1811
Kleve,3481
Kranenburg,748
Rees,1222
Rheurdt,310
Straelen,1189
Uedem,395
Wachtendonk,527
Weeze,918
