,Gesamtfallzahlen
Bedburg-Hau,485
Emmerich,1309
Geldern,1496
Goch,1094
Issum,433
Kalkar,381
Kerken,361
Kevelaer,1036
Kleve,1852
Kranenburg,473
Rees,696
Rheurdt,168
Straelen,638
Uedem,191
Wachtendonk,271
Weeze,537
