,Gesamtfallzahlen
Bedburg-Hau,536
Emmerich,1422
Geldern,1684
Goch,1210
Issum,457
Kalkar,429
Kerken,379
Kevelaer,1125
Kleve,2068
Kranenburg,508
Rees,727
Rheurdt,187
Straelen,693
Uedem,208
Wachtendonk,279
Weeze,565
