,Gesamtfallzahlen
Bedburg-Hau,470
Emmerich,1303
Geldern,1493
Goch,1092
Issum,430
Kalkar,381
Kerken,357
Kevelaer,1034
Kleve,1843
Kranenburg,470
Rees,694
Rheurdt,168
Straelen,637
Uedem,190
Wachtendonk,271
Weeze,537
