,Gesamtfallzahlen
Bedburg-Hau,844
Emmerich,2370
Geldern,2936
Goch,2234
Issum,809
Kalkar,1015
Kerken,797
Kevelaer,2011
Kleve,3711
Kranenburg,792
Rees,1295
Rheurdt,348
Straelen,1284
Uedem,431
Wachtendonk,586
Weeze,1046
