,Gesamtfallzahlen
Bedburg-Hau,1333
Emmerich,3682
Geldern,4767
Goch,3459
Issum,1370
Kalkar,1930
Kerken,1404
Kevelaer,3321
Kleve,6067
Kranenburg,1245
Rees,2370
Rheurdt,661
Straelen,2335
Uedem,822
Wachtendonk,1031
Weeze,1644
