,Gesamtfallzahlen
Bedburg-Hau,584
Emmerich,1477
Geldern,1871
Goch,1301
Issum,484
Kalkar,478
Kerken,419
Kevelaer,1209
Kleve,2257
Kranenburg,528
Rees,744
Rheurdt,194
Straelen,732
Uedem,237
Wachtendonk,287
Weeze,594
