,Gesamtfallzahlen
Bedburg-Hau,516
Emmerich,1377
Geldern,1533
Goch,1144
Issum,444
Kalkar,405
Kerken,369
Kevelaer,1075
Kleve,1952
Kranenburg,491
Rees,713
Rheurdt,177
Straelen,656
Uedem,201
Wachtendonk,273
Weeze,557
