,Gesamtfallzahlen
Bedburg-Hau,1061
Emmerich,2953
Geldern,3730
Goch,2744
Issum,1027
Kalkar,1493
Kerken,1082
Kevelaer,2672
Kleve,5026
Kranenburg,1005
Rees,1602
Rheurdt,468
Straelen,1741
Uedem,616
Wachtendonk,838
Weeze,1353
