,Gesamtfallzahlen
Bedburg-Hau,529
Emmerich,1406
Geldern,1601
Goch,1189
Issum,450
Kalkar,426
Kerken,378
Kevelaer,1105
Kleve,2027
Kranenburg,500
Rees,723
Rheurdt,183
Straelen,680
Uedem,203
Wachtendonk,278
Weeze,562
