,Gesamtfallzahlen
Bedburg-Hau,563
Emmerich,1459
Geldern,1836
Goch,1258
Issum,479
Kalkar,463
Kerken,400
Kevelaer,1199
Kleve,2198
Kranenburg,521
Rees,740
Rheurdt,192
Straelen,726
Uedem,231
Wachtendonk,283
Weeze,588
