,Gesamtfallzahlen
Bedburg-Hau,600
Emmerich,1529
Geldern,1935
Goch,1371
Issum,500
Kalkar,524
Kerken,437
Kevelaer,1260
Kleve,2364
Kranenburg,536
Rees,768
Rheurdt,205
Straelen,755
Uedem,253
Wachtendonk,315
Weeze,622
