,Gesamtfallzahlen
Bedburg-Hau,623
Emmerich,1633
Geldern,2060
Goch,1512
Issum,536
Kalkar,620
Kerken,473
Kevelaer,1347
Kleve,2514
Kranenburg,580
Rees,843
Rheurdt,222
Straelen,829
Uedem,285
Wachtendonk,343
Weeze,684
