,Gesamtfallzahlen
Bedburg-Hau,542
Emmerich,1431
Geldern,1739
Goch,1214
Issum,460
Kalkar,440
Kerken,382
Kevelaer,1146
Kleve,2100
Kranenburg,512
Rees,728
Rheurdt,186
Straelen,702
Uedem,210
Wachtendonk,279
Weeze,567
