,Gesamtfallzahlen
Bedburg-Hau,556
Emmerich,1457
Geldern,1816
Goch,1242
Issum,473
Kalkar,462
Kerken,394
Kevelaer,1184
Kleve,2171
Kranenburg,519
Rees,737
Rheurdt,191
Straelen,722
Uedem,227
Wachtendonk,283
Weeze,587
