,Gesamtfallzahlen
Bedburg-Hau,556
Emmerich,1456
Geldern,1812
Goch,1242
Issum,472
Kalkar,462
Kerken,394
Kevelaer,1183
Kleve,2162
Kranenburg,519
Rees,737
Rheurdt,191
Straelen,722
Uedem,226
Wachtendonk,283
Weeze,587
