,Gesamtfallzahlen
Bedburg-Hau,1255
Emmerich,3406
Geldern,4442
Goch,3271
Issum,1256
Kalkar,1833
Kerken,1335
Kevelaer,3163
Kleve,5718
Kranenburg,1180
Rees,2098
Rheurdt,604
Straelen,2192
Uedem,759
Wachtendonk,982
Weeze,1567
