,Gesamtfallzahlen
Bedburg-Hau,507
Emmerich,1347
Geldern,1517
Goch,1125
Issum,436
Kalkar,398
Kerken,361
Kevelaer,1054
Kleve,1888
Kranenburg,484
Rees,701
Rheurdt,172
Straelen,645
Uedem,199
Wachtendonk,272
Weeze,551
