,Gesamtfallzahlen
Bedburg-Hau,681
Emmerich,1772
Geldern,2243
Goch,1652
Issum,599
Kalkar,722
Kerken,534
Kevelaer,1468
Kleve,2747
Kranenburg,633
Rees,1034
Rheurdt,246
Straelen,925
Uedem,324
Wachtendonk,377
Weeze,756
