,Gesamtfallzahlen
Bedburg-Hau,585
Emmerich,1480
Geldern,1877
Goch,1305
Issum,485
Kalkar,480
Kerken,421
Kevelaer,1213
Kleve,2268
Kranenburg,528
Rees,746
Rheurdt,196
Straelen,734
Uedem,238
Wachtendonk,290
Weeze,595
