,Gesamtfallzahlen
Bedburg-Hau,577
Emmerich,1471
Geldern,1860
Goch,1292
Issum,483
Kalkar,477
Kerken,413
Kevelaer,1207
Kleve,2248
Kranenburg,526
Rees,743
Rheurdt,194
Straelen,730
Uedem,235
Wachtendonk,287
Weeze,593
