,Gesamtfallzahlen
Bedburg-Hau,727
Emmerich,1928
Geldern,2517
Goch,1804
Issum,673
Kalkar,803
Kerken,606
Kevelaer,1614
Kleve,2995
Kranenburg,671
Rees,1123
Rheurdt,257
Straelen,1061
Uedem,352
Wachtendonk,427
Weeze,812
