,Gesamtfallzahlen
Bedburg-Hau,495
Emmerich,1316
Geldern,1491
Goch,1107
Issum,435
Kalkar,386
Kerken,361
Kevelaer,1037
Kleve,1858
Kranenburg,477
Rees,696
Rheurdt,171
Straelen,640
Uedem,191
Wachtendonk,271
Weeze,540
