,Gesamtfallzahlen
Bedburg-Hau,746
Emmerich,2050
Geldern,2636
Goch,1936
Issum,709
Kalkar,868
Kerken,643
Kevelaer,1684
Kleve,3216
Kranenburg,696
Rees,1172
Rheurdt,280
Straelen,1129
Uedem,371
Wachtendonk,464
Weeze,861
