,Gesamtfallzahlen
Bedburg-Hau,511
Emmerich,1366
Geldern,1530
Goch,1136
Issum,438
Kalkar,400
Kerken,365
Kevelaer,1066
Kleve,1929
Kranenburg,488
Rees,708
Rheurdt,175
Straelen,650
Uedem,200
Wachtendonk,272
Weeze,555
