,Gesamtfallzahlen
Bedburg-Hau,454
Emmerich,1251
Geldern,1478
Goch,1086
Issum,416
Kalkar,375
Kerken,350
Kevelaer,1019
Kleve,1799
Kranenburg,455
Rees,679
Rheurdt,168
Straelen,634
Uedem,188
Wachtendonk,270
Weeze,529
