,Gesamtfallzahlen
Bedburg-Hau,505
Emmerich,1351
Geldern,1517
Goch,1126
Issum,436
Kalkar,398
Kerken,360
Kevelaer,1056
Kleve,1896
Kranenburg,484
Rees,701
Rheurdt,174
Straelen,645
Uedem,199
Wachtendonk,272
Weeze,551
