,Gesamtfallzahlen
Bedburg-Hau,465
Emmerich,1286
Geldern,1495
Goch,1091
Issum,426
Kalkar,377
Kerken,355
Kevelaer,1033
Kleve,1819
Kranenburg,469
Rees,694
Rheurdt,168
Straelen,638
Uedem,189
Wachtendonk,273
Weeze,537
