,Gesamtfallzahlen
Bedburg-Hau,467
Emmerich,1291
Geldern,1497
Goch,1091
Issum,428
Kalkar,377
Kerken,356
Kevelaer,1036
Kleve,1823
Kranenburg,472
Rees,696
Rheurdt,168
Straelen,639
Uedem,189
Wachtendonk,275
Weeze,538
