,Gesamtfallzahlen
Bedburg-Hau,786
Emmerich,2161
Geldern,2722
Goch,2050
Issum,735
Kalkar,906
Kerken,697
Kevelaer,1763
Kleve,3387
Kranenburg,729
Rees,1206
Rheurdt,301
Straelen,1161
Uedem,384
Wachtendonk,509
Weeze,885
