,Gesamtfallzahlen
Bedburg-Hau,547
Emmerich,1439
Geldern,1783
Goch,1223
Issum,462
Kalkar,442
Kerken,385
Kevelaer,1157
Kleve,2119
Kranenburg,515
Rees,729
Rheurdt,190
Straelen,708
Uedem,214
Wachtendonk,281
Weeze,574
