,Gesamtfallzahlen
Bedburg-Hau,505
Emmerich,1350
Geldern,1517
Goch,1125
Issum,436
Kalkar,398
Kerken,361
Kevelaer,1055
Kleve,1889
Kranenburg,484
Rees,701
Rheurdt,172
Straelen,645
Uedem,199
Wachtendonk,272
Weeze,551
