,Gesamtfallzahlen
Bedburg-Hau,1353
Emmerich,3729
Geldern,4843
Goch,3533
Issum,1406
Kalkar,1997
Kerken,1432
Kevelaer,3409
Kleve,6154
Kranenburg,1264
Rees,2441
Rheurdt,683
Straelen,2382
Uedem,839
Wachtendonk,1050
Weeze,1672
