,Gesamtfallzahlen
Bedburg-Hau,857
Emmerich,2421
Geldern,2986
Goch,2291
Issum,831
Kalkar,1106
Kerken,810
Kevelaer,2126
Kleve,4068
Kranenburg,818
Rees,1325
Rheurdt,354
Straelen,1331
Uedem,455
Wachtendonk,609
Weeze,1119
