,Gesamtfallzahlen
Bedburg-Hau,629
Emmerich,1660
Geldern,2080
Goch,1530
Issum,545
Kalkar,635
Kerken,486
Kevelaer,1385
Kleve,2544
Kranenburg,591
Rees,870
Rheurdt,225
Straelen,847
Uedem,291
Wachtendonk,349
Weeze,702
