,Gesamtfallzahlen
Bedburg-Hau,587
Emmerich,1501
Geldern,1896
Goch,1325
Issum,492
Kalkar,486
Kerken,424
Kevelaer,1223
Kleve,2300
Kranenburg,531
Rees,747
Rheurdt,198
Straelen,739
Uedem,239
Wachtendonk,299
Weeze,602
