,Gesamtfallzahlen
Bedburg-Hau,547
Emmerich,1441
Geldern,1785
Goch,1223
Issum,463
Kalkar,442
Kerken,385
Kevelaer,1158
Kleve,2122
Kranenburg,515
Rees,731
Rheurdt,190
Straelen,708
Uedem,214
Wachtendonk,281
Weeze,575
