,Gesamtfallzahlen
Bedburg-Hau,625
Emmerich,1641
Geldern,2076
Goch,1526
Issum,541
Kalkar,624
Kerken,479
Kevelaer,1364
Kleve,2530
Kranenburg,585
Rees,854
Rheurdt,222
Straelen,840
Uedem,287
Wachtendonk,345
Weeze,692
