,Gesamtfallzahlen
Bedburg-Hau,807
Emmerich,2237
Geldern,2786
Goch,2104
Issum,754
Kalkar,955
Kerken,747
Kevelaer,1836
Kleve,3527
Kranenburg,763
Rees,1236
Rheurdt,321
Straelen,1204
Uedem,404
Wachtendonk,533
Weeze,933
