,Gesamtfallzahlen
Bedburg-Hau,611
Emmerich,1580
Geldern,1991
Goch,1446
Issum,515
Kalkar,577
Kerken,453
Kevelaer,1302
Kleve,2443
Kranenburg,549
Rees,800
Rheurdt,212
Straelen,785
Uedem,269
Wachtendonk,331
Weeze,654
