,Gesamtfallzahlen
Bedburg-Hau,514
Emmerich,1366
Geldern,1531
Goch,1137
Issum,440
Kalkar,402
Kerken,369
Kevelaer,1070
Kleve,1935
Kranenburg,489
Rees,712
Rheurdt,177
Straelen,652
Uedem,201
Wachtendonk,273
Weeze,556
