,Gesamtfallzahlen
Bedburg-Hau,1103
Emmerich,3108
Geldern,3932
Goch,2900
Issum,1091
Kalkar,1614
Kerken,1150
Kevelaer,2864
Kleve,5193
Kranenburg,1060
Rees,1735
Rheurdt,507
Straelen,1854
Uedem,667
Wachtendonk,890
Weeze,1433
