,Gesamtfallzahlen
Bedburg-Hau,601
Emmerich,1533
Geldern,1941
Goch,1384
Issum,502
Kalkar,534
Kerken,437
Kevelaer,1263
Kleve,2374
Kranenburg,539
Rees,775
Rheurdt,208
Straelen,756
Uedem,255
Wachtendonk,316
Weeze,628
