,Gesamtfallzahlen
Bedburg-Hau,615
Emmerich,1594
Geldern,2011
Goch,1461
Issum,520
Kalkar,594
Kerken,461
Kevelaer,1312
Kleve,2468
Kranenburg,553
Rees,812
Rheurdt,214
Straelen,800
Uedem,271
Wachtendonk,335
Weeze,660
