,Gesamtfallzahlen
Bedburg-Hau,1014
Emmerich,2853
Geldern,3503
Goch,2641
Issum,982
Kalkar,1414
Kerken,1010
Kevelaer,2549
Kleve,4812
Kranenburg,959
Rees,1510
Rheurdt,438
Straelen,1615
Uedem,573
Wachtendonk,789
Weeze,1292
