,Gesamtfallzahlen
Bedburg-Hau,543
Emmerich,1432
Geldern,1756
Goch,1215
Issum,461
Kalkar,440
Kerken,382
Kevelaer,1148
Kleve,2108
Kranenburg,512
Rees,729
Rheurdt,186
Straelen,705
Uedem,210
Wachtendonk,279
Weeze,568
