,Gesamtfallzahlen
Bedburg-Hau,570
Emmerich,1460
Geldern,1842
Goch,1265
Issum,480
Kalkar,467
Kerken,406
Kevelaer,1201
Kleve,2206
Kranenburg,523
Rees,742
Rheurdt,193
Straelen,726
Uedem,233
Wachtendonk,284
Weeze,589
