,Gesamtfallzahlen
Bedburg-Hau,553
Emmerich,1453
Geldern,1808
Goch,1235
Issum,467
Kalkar,452
Kerken,392
Kevelaer,1175
Kleve,2141
Kranenburg,518
Rees,737
Rheurdt,191
Straelen,716
Uedem,220
Wachtendonk,282
Weeze,584
