,Gesamtfallzahlen
Bedburg-Hau,455
Emmerich,1255
Geldern,1479
Goch,1087
Issum,424
Kalkar,375
Kerken,350
Kevelaer,1019
Kleve,1800
Kranenburg,455
Rees,682
Rheurdt,168
Straelen,634
Uedem,188
Wachtendonk,270
Weeze,529
