,Gesamtfallzahlen
Bedburg-Hau,525
Emmerich,1400
Geldern,1576
Goch,1175
Issum,450
Kalkar,422
Kerken,377
Kevelaer,1096
Kleve,2013
Kranenburg,500
Rees,722
Rheurdt,183
Straelen,673
Uedem,203
Wachtendonk,278
Weeze,562
