,Gesamtfallzahlen
Bedburg-Hau,938
Emmerich,2635
Geldern,3332
Goch,2499
Issum,939
Kalkar,1308
Kerken,929
Kevelaer,2387
Kleve,4517
Kranenburg,883
Rees,1441
Rheurdt,411
Straelen,1504
Uedem,526
Wachtendonk,723
Weeze,1237
