,Gesamtfallzahlen
Bedburg-Hau,659
Emmerich,1715
Geldern,2196
Goch,1610
Issum,589
Kalkar,700
Kerken,519
Kevelaer,1437
Kleve,2657
Kranenburg,618
Rees,968
Rheurdt,237
Straelen,905
Uedem,313
Wachtendonk,367
Weeze,743
