,Gesamtfallzahlen
Bedburg-Hau,621
Emmerich,1622
Geldern,2042
Goch,1497
Issum,530
Kalkar,610
Kerken,468
Kevelaer,1334
Kleve,2502
Kranenburg,570
Rees,839
Rheurdt,221
Straelen,823
Uedem,282
Wachtendonk,339
Weeze,669
