,Gesamtfallzahlen
Bedburg-Hau,612
Emmerich,1592
Geldern,2000
Goch,1449
Issum,518
Kalkar,584
Kerken,459
Kevelaer,1305
Kleve,2457
Kranenburg,551
Rees,804
Rheurdt,213
Straelen,791
Uedem,271
Wachtendonk,332
Weeze,659
