,Gesamtfallzahlen
Bedburg-Hau,480
Emmerich,1309
Geldern,1496
Goch,1094
Issum,431
Kalkar,381
Kerken,360
Kevelaer,1036
Kleve,1852
Kranenburg,472
Rees,696
Rheurdt,168
Straelen,638
Uedem,191
Wachtendonk,271
Weeze,537
