,Gesamtfallzahlen
Bedburg-Hau,510
Emmerich,1363
Geldern,1527
Goch,1135
Issum,438
Kalkar,399
Kerken,364
Kevelaer,1065
Kleve,1922
Kranenburg,486
Rees,703
Rheurdt,175
Straelen,650
Uedem,199
Wachtendonk,272
Weeze,554
